Screen_Name,Tweet_Text,Follower_Count
b'OlomoMeta',"b'RT @Cleavon_MD: 15,300 new cases of #COVID today in #Florida, yet Disney World reopens. \xf0\x9f\x98\xa8  https://t.co/V772QoXMTF'",32
b'OrbitOfYourHips',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 34\nSimon Zamudio was born in Phoenix, #Arizona. In the Army, he climb the ranks to sergeant &amp; was a new dad. He w\xe2\x80\xa6'",388
b'BtechBanker',b'RT @suchetadalal: Banks  are commercial organisations... if listed companies have fat insurance cover for directors liability why not  bigg\xe2\x80\xa6',742
b'reddymahipal99',b'RT @suchetadalal: Banks  are commercial organisations... if listed companies have fat insurance cover for directors liability why not  bigg\xe2\x80\xa6',184
b'Premium_Steve',"b'This is what the state of #COVID testing is in America right now, and that should piss everyone off https://t.co/5of2wCBDvO'",355
b'MmnPolls',b'Do you approve of the way President Donald Trump has handled the Coronavirus Pandemic? #Coronavirus #COVID19 #Pandemic #Covid',8673
b'jspeta',"b'RT @MariahYYY: Hi #BlackLawTwitter and #lawtwitter! My journal, @JCLCnlaw Online, is looking for timely &amp; short (~2k &amp; up) pieces on #crimi\xe2\x80\xa6'",555
b'garagesalegrou1',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",775
b'kimerlyus',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",217
b'eldredgemama2',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',607
b'gregmroscoe',"b'RT @B52Malmet: I taught for decades, so I know this is a fact: in a classroom, germs spread. Is someone coughs, kids around them get sick.\xe2\x80\xa6'",5320
b'thomasmcrowley',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",556
b'redz041',b'RT @Cleavon_MD: We are 6 months into the #COVID pandemic and Essential Workers are still DYING because of lack of #PPE. @realDonaldTrump sh\xe2\x80\xa6',2305
b'UncoolNegated',b'Bookmark the page that this #Tweet leads to and follow headlines that are relevant to hikers and trail enthusiasts.\xe2\x80\xa6 https://t.co/1oWKgu8f76',1583
b'Gregory66081178',b'@EVERALDATLARGE @kate_eviva The suppression strategy means Australia will be susceptible to outbreaks well into the\xe2\x80\xa6 https://t.co/1DXAuDlFcI',273
b'baruahrana123',"b""RT @himantabiswa: Sad to share that Jorhat's Ashish Sahewal (36), with no history of comorbidities, presented with sudden onset breathing d\xe2\x80\xa6""",1288
b'satya_dhram',b'RT @suchetadalal: Banks  are commercial organisations... if listed companies have fat insurance cover for directors liability why not  bigg\xe2\x80\xa6',55
b'TrIshfaq',"b""RT @rifatabdullahh: #COVID-19 \nDear friends, be alert.Situation is very grim,Critical &amp; scary in Kashmir. Plz don't take COVID-19 lightly.\xe2\x80\xa6""",43
b'athyvaya',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',5105
b'catcp729',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',801
b'peggydumptrump',"b'RT @Cleavon_MD: Now we know that #COVID causes coagulation abnormalities resulting in pulmonary embolisms, strokes, cardiac arrests and DVT\xe2\x80\xa6'",4483
b'kellyjholmes',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",4150
b'ButtersKatz',b'@GeoRebekah @CBSNews My fellow Floridians numbers are being reported as other illnesses. If FL was a Country we wou\xe2\x80\xa6 https://t.co/yjjaFXbZ2f',4662
b'TrivediFirst',b'RT @suchetadalal: Banks  are commercial organisations... if listed companies have fat insurance cover for directors liability why not  bigg\xe2\x80\xa6',6387
b'jeniwhel',b'RT @sazzygram3: I think my heart just broke. A ER charge nurse friend told me that the way Covid is being handled she feels disposable. Man\xe2\x80\xa6',3497
b'rknecho',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",625
b'geoffhardy',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",78
b'amkumar2007',b'@timesofindia Do these figures add for #coronavirus be called a #pandemic entire country of 1360 million under exte\xe2\x80\xa6 https://t.co/FJwGEctKhc',433
b'ipriyankaaaa',"b'RT @DailyGuardian1: #Covid strikes #Bollywood, Big B family hit hard\n@sompura_preeti @ipriyankaaaa \nhttps://t.co/gNWtn8HShB'",201
b'SurrealSage',b'RT @SurrealSage: @Chris_F_Carson @tancanman1 @DwWolverine @GovWhitmer In summary no one has demonstrated Koch\xe2\x80\x99a Postuales of #COVID-19 in h\xe2\x80\xa6',338
b'FrequencyJam',"b""...Why wasn't the computer code for the Imperial College computer model properly vettted? \n\n#covid #Covid_19\xe2\x80\xa6 https://t.co/UCQUJ60f7T""",69
b'CallMeRichier',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",11596
b'azza_65',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",3539
b'LLdwalters',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',1917
b'akhilbharali',"b'RT @himantabiswa: \xf0\x9f\x93\x8cAlert ~ 535 new #COVID ve+ cases in Assam, 410 in Guwahati alone.\n\nHold on to care, precautions &amp; hope a little longer.\xe2\x80\xa6'",55
b'rsinroll',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",388
b'lofdev',b'I was looking at #covid numbers for Colorado today.  Not good.  It looks like we are about to spike. I hope I\xe2\x80\x99m wro\xe2\x80\xa6 https://t.co/FZ53xQkGQT',876
b'osxanalyst',b'@abc13houston You want to solve the problem of not enough donated blood?  Include a free #covid antibody test with\xe2\x80\xa6 https://t.co/76vpCE95eU',185
b'total_chach',b'RT @FinancialXpress: World\xe2\x80\x99s first #COVID-19 vaccine! Russia\xe2\x80\x99s Sechenov University completes clinical trials of #CoronavirusVaccine https:/\xe2\x80\xa6',120
b'peacelovingnj',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",3227
b'Apoorva29066788',"b'RT @iabhishekpawan: #COVID  1/2\nThere are some #covid patient near my area. One person even died almost a week ago, and no one knows what w\xe2\x80\xa6'",8
b'MartinPichler11',b'RT @Noah_B_3425: \xe2\x80\xa2 Lowers viral load\n\xe2\x80\xa2 Boosts immune system\n\xe2\x80\xa2 Treats #CytokineStorm\n\xe2\x80\xa2 Stops lung inflammation\n\nHere is a recent TEDx talk w\xe2\x80\xa6',0
b'nasty_woman2',"b""RT @DaniGramFLA: Watched #DeVos w/ Chris Wallace..she's INSANE.\n\nSo so so so so sick of this fucking shit. AR-15 KILLED 6 YEAR OLDS #SandyH\xe2\x80\xa6""",9950
b'_James_Bong',b'RT @suchetadalal: Banks  are commercial organisations... if listed companies have fat insurance cover for directors liability why not  bigg\xe2\x80\xa6',339
b'EricCMyers',"b""RT @ConseDemo: @MarkChangizi My theory why the affluent are so scared of #Covid whereas poorer urban &amp; rural people aren't. \n\nThe poor are\xe2\x80\xa6""",388
b'BcetJha',"b'RT @C_P_Gurnani: As #COVID19 continues to dominate our lives, ensuring safety &amp; easing things for our colleagues become doubly critical.\xe2\x80\xa6'",29
b'AkashRK_88',"b'RT @C_P_Gurnani: As #COVID19 continues to dominate our lives, ensuring safety &amp; easing things for our colleagues become doubly critical.\xe2\x80\xa6'",97
b'janiek13',b'RT @Marlene45MAGA: \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3 \n#FlattenTheCurve? Does anyone believe we will ever know the truth about #coronavirus and #COVID? \n#M45MP https://t.\xe2\x80\xa6',12092
b'tristanbergh',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",2278
b'mycowork_space',"b'RT @GlassQube: A new blog post ""What the post-pandemic enterprise will be like."" #COVID #business #coworking #BusinessContinuity \n\nhttps://\xe2\x80\xa6'",601
b'rotarymsasa',"b'#COVID-19 cases are reportedly on the increase, it takes each one of us to be responsible to mitigate the spread of\xe2\x80\xa6 https://t.co/hdISoqc2E5'",109
b'thehawk',"b""COVID-19 could''ve existed long before outbreak: WHO official #COVID-19 #WHO https://t.co/v9mVQC9tzw""",2070
b'aks_blue',"b'468 CHILDREN tested positive for #COVID  4 children dies... so maybe, just maybe kids really can get this disease.\xe2\x80\xa6 https://t.co/RVSeKap89A'",225
b'eldredgemama2',"b'RT @Cleavon_MD: Now we know that #COVID causes coagulation abnormalities resulting in pulmonary embolisms, strokes, cardiac arrests and DVT\xe2\x80\xa6'",607
b'2012YesWeWill',"b'RT @Linda_STLN10: Looking at this chart of deaths in past wars, now look at todays total deaths 137,729 due to #Covid why are we losing thi\xe2\x80\xa6'",717
b'whitty_schmiddy',b'Almost 100 cases confirmed for all of you idiots who went to the sand bar at torch lake to party for the fourth ...\xe2\x80\xa6 https://t.co/aaUnoG0ZNm',29
b'kgriffin_1',b'RT @WBCShirl2: #COVID\nThe world around us looks at this and both rages and despairs. They wring their hands looking for answers everywhere\xe2\x80\xa6',141
b'sknatesan',b'@BalakrishnanR #TOI is publishing the right news in front page to satisfy its lagest reader group.\n\nNews on #COVID\xe2\x80\xa6 https://t.co/l6SoJwJXsT',145
b'brontyman',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",27929
b'LyfeThruMyEyez',"b'@GOP Just remember, the #Republicans tweeting this message have children that go 2 PRIVATE schools, Their children\xe2\x80\xa6 https://t.co/wjfJDBLW8f'",26
b'RussellHeathcoe',"b'RT @liberty_mommy: @RepBrianHiggins \n\nTHANK YOU! Canadians have been transfixed by hysterical American news reports, which continue to cry\xe2\x80\xa6'",3609
b'EverSnide',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",803
b'MurphDugan',b'RT @ofayanju: @dsallentess of @Harvard gave a thorough breakdown on how to move forward on #COVID today. Please watch https://t.co/93lMJEaV\xe2\x80\xa6',6357
b'choudhurypijush',b'RT @rjagadishy: @khanumarfa How foolish  ... Read @SrBachchan tweet again and  again... He is just encouraging  #AYUSH to come up with  som\xe2\x80\xa6',447
b'memo0616',"b'RT @FaceTheNation: #COVID AND SCHOOLS:\n\n""Kids are less susceptible to the infection and less likely to transmit it, less susceptible doesn\'\xe2\x80\xa6'",15
b'RhiannonRappel',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",187
b'ArifHusain123',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",1260
b'independantme2',b'RT @UWVirology: Interested in volunteering for a #COVID-19 prevention clinical study? Learn about the studies and how those interested can\xe2\x80\xa6',62
b'Kiran4JSP',"b'RT @sekharpuli: Before we crib and cry about wearing a mask ""in the name of liberty and freedom of expression"" just watch and read what our\xe2\x80\xa6'",59
b'RBWHFoundation',b'RT @qldhealthnews: Coronavirus (#COVID-19) case update 13/07. \n\nDetailed information about COVID-19 cases in Queensland can be found here:\xe2\x80\xa6',210
b'agaramuthalaa',b'RT @ShaliniTVTamil: Corona Update:\nNo. of cases as of 13/07/2020 at 08:00 A.M.\n\n#ShaliniTelevision #CoronaUpdate #StayHome #Covid19 #StayHo\xe2\x80\xa6',41
b'AuthorKimberley',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",48475
b'Jasmincurvygal',b'RT @AshleyJudd: Meet the woman providing millions of meals to prostituted &amp; sex trafficked women and their families amid coronavirus https:\xe2\x80\xa6',49
b'iowacitymassage',"b'@NBCNews #Treason #Treason2:#Covid \nTrump &amp; GOP are running the biggest, most corrupt, Criminal Conspiracy of all t\xe2\x80\xa6 https://t.co/Q2ELzhsldZ'",1559
b'SharonO44332326',"b'RT @StefSimanowitz: A company owned &amp; controlled by Dominic Cummings paid \xc2\xa3250,000 to Faculty, the AI firm that worked on Vote Leave, in 20\xe2\x80\xa6'",12
b'Stiwari38927937',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",797
b'kgriffin_1',"b'RT @WBCShirl2: WAKE UP AMERICA! As of old; God promised, He HAS, He IS, and He WILL fight against you!\n#COVID\n\nGod:  \xe2\x80\x9cAnd I myself will fig\xe2\x80\xa6'",141
b'k__avinash',"b'RT @himantabiswa: \xf0\x9f\x93\x8cAlert ~ 735 new #COVID ve+ cases in Assam, 400 in Guwahati alone.\n\nAwareness \xe2\x9e\xa1 Precautions \xe2\x9e\xa1 Care \xe2\x9e\xa1 Compassion ~ Key aga\xe2\x80\xa6'",1
b'franmary',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',3529
b'AmazingMolds4Yo',b'Spend $35 Get Free Shipping!  Flower Pendant Mold   #COVID STAY SAFE  https://t.co/45R0jMyNBU https://t.co/0aLWiuqJiL',3629
b'SANS_news',b'RT @BridgetCallagh3: The #ParentingUnderPressure study is back &amp; better than ever! We now have English &amp; Spanish language options!! What do\xe2\x80\xa6',3103
b'MarineDad1957',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',966
b'jamesvgingerich',b'#AI 50 Founders Predict What #ArtificialIntelligence Will Look Like After #Covid-19. (Forbes)\xe2\x80\xa6 https://t.co/AOxbt1L6B1',44090
b'SentinelChicken',"b""We are having major issues in many locations across the nation with transparency of #COVID data. As if there wasn't\xe2\x80\xa6 https://t.co/HdlcJWhFyS""",1061
b'pzingg',"b'The people with real political power to change things re #covid in this country are teachers, health care workers,\xe2\x80\xa6 https://t.co/nQDX4JhRzx'",450
b'TonyaJo99623078',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',15
b'DennisCardiff',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',140215
b'Dipankarpp',"b'RT @himantabiswa: \xf0\x9f\x93\x8cAlert ~ 735 new #COVID ve+ cases in Assam, 400 in Guwahati alone.\n\nAwareness \xe2\x9e\xa1 Precautions \xe2\x9e\xa1 Care \xe2\x9e\xa1 Compassion ~ Key aga\xe2\x80\xa6'",100
b'swohguy',b'all part of the plan to pad the numbers before the election.\n\nwe should look at those in congress who incentivized\xe2\x80\xa6 https://t.co/ZiQJ9FnfGJ',194
b'akhilbharali',"b'RT @himantabiswa: \xf0\x9f\x93\x8cAlert ~ 735 new #COVID ve+ cases in Assam, 400 in Guwahati alone.\n\nAwareness \xe2\x9e\xa1 Precautions \xe2\x9e\xa1 Care \xe2\x9e\xa1 Compassion ~ Key aga\xe2\x80\xa6'",55
b'AMillerFCPS',"b'RT @FCPSPsychs: #tipfortoday  there are still many uncertainties associated w/ the pandemic, which may elevate stress. One coping strategy\xe2\x80\xa6'",35
b'heroics',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",528
b'xaelbot',"b'RT @chidambara09: UK #COViD19 ,,, \nTOP #CiViL SERVANT #QUiTS\n\nhttps://t.co/Z0O22xqUPB @MailOnline\n\n#bigdata \n#Covid19UK #Covid #Covid19Karn\xe2\x80\xa6'",2504
b'theInfernobot',"b'RT @chidambara09: UK #COViD19 ,,, \nTOP #CiViL SERVANT #QUiTS\n\nhttps://t.co/Z0O22xqUPB @MailOnline\n\n#bigdata \n#Covid19UK #Covid #Covid19Karn\xe2\x80\xa6'",544
b'0nlyForPSPK',"b'RT @Phareesh_tnie: A total of 91 employees of #TirumalaTirupatiDevasthanam #TTD tested positive for #COVID-19 till July 9, TTD EO #Anil Kum\xe2\x80\xa6'",66
b'datasciencebot_',"b'RT @chidambara09: UK #COViD19 ,,, \nTOP #CiViL SERVANT #QUiTS\n\nhttps://t.co/Z0O22xqUPB @MailOnline\n\n#bigdata \n#Covid19UK #Covid #Covid19Karn\xe2\x80\xa6'",220
b'InvisibleSee',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",500
